D_1,D_2,T_1,T_2,Value
D12,D4848,P2,P574,0.82123745819398
D12,D4848,P2,P684,0.758416945373467
D12,D4848,P2,P685,0.7614526070298183
D120,D7109,P81,P78,0.8485796549457026
D1208,D1210,P547,P1067,0.8167754189259565
D1208,D1210,P547,P1216,0.8386177741016451
D1209,D1210,P547,P1067,0.779141010323806
D1209,D1210,P547,P1216,0.8009833654994946
D121,D120,P81,P78,0.8729756202283675
D1213,D204,P146,P175,0.8648648648648648
D1213,D601,P175,P146,0.8579150579150578
D122,D120,P81,P78,0.8816831032215647
D122,D7109,P81,P78,0.8485796549457026
D1230,D1231,P220,P225,0.974293059125964
D124,D120,P81,P78,0.8680981975611873
D125,D120,P81,P78,0.8806768139133886
D125,D7109,P81,P78,0.8583497698882314
D126,D4319,P82,P531,0.8978712419079392
D127,D4319,P82,P531,0.884288990825688
D1275,D3878,P638,P637,0.8178023220420055
D129,D4319,P82,P531,0.8516082679341218
D1293,D1632,P237,P1009,0.8994051704415466
D1293,D1632,P237,P676,0.8207472587907745
D13,D12,P2,P1,0.9339438339438338
D13,D12,P2,P1041,0.8057387057387057
D13,D12,P2,P538,0.8092814734036109
D13,D12,P2,P541,0.8151797117314358
D13,D12,P2,P574,0.8736874236874237
D13,D12,P2,P684,0.810866910866911
D13,D12,P2,P685,0.8139025725232623
D13,D4848,P2,P1,0.8814938684503901
D13,D4848,P2,P1041,0.7532887402452619
D13,D4848,P2,P538,0.756831507910167
D13,D4848,P2,P541,0.7627297462379922
D13,D4848,P2,P574,0.82123745819398
D13,D4848,P2,P684,0.758416945373467
D13,D4848,P2,P685,0.7614526070298183
D1303,D1943,P186,P185,0.8232126045300991
D1303,D1943,P186,P187,0.7931519699812383
D1303,D1943,P186,P218,0.8232126045300991
D1303,D1943,P186,P236,0.7974358974358974
D1308,D986,P25,P1058,0.9994490358126722
D1308,D986,P25,P1144,0.9997245179063361
D1308,D986,P25,P1160,0.9997245179063361
D1308,D986,P25,P1229,0.9994490358126722
D1308,D986,P25,P1236,0.9991735537190083
D1308,D986,P25,P168,0.9997245179063361
D1308,D986,P25,P876,0.9994490358126722
D1308,D986,P25,P984,0.9994490358126722
D1308,D986,P401,P302,0.898501872659176
D1308,D986,P401,P311,0.9089912280701755
D1308,D986,P45,P1244,0.9610619469026549
D1308,D986,P45,P30,0.9997050147492627
D1308,D986,P45,P450,0.8722504230118444
D1308,D986,P45,P46,0.9610619469026549
D1308,D986,P488,P1086,0.9968253968253968
D1308,D986,P488,P465,0.8999309868875086
D1330,D633,P1,P1041,0.7657342657342657
D1330,D633,P1,P2,0.8913752913752914
D1330,D633,P1,P538,0.7679851954661115
D1330,D633,P1,P541,0.7738883083710669
D1330,D633,P1,P574,0.8336829836829837
D1330,D633,P1,P684,0.7695804195804196
D1330,D633,P1,P685,0.7713340299547196
D1332,D633,P1,P1041,0.7754985754985756
D1332,D633,P1,P2,0.9011396011396012
D1332,D633,P1,P538,0.7777495052304212
D1332,D633,P1,P541,0.7836526181353767
D1332,D633,P1,P574,0.8434472934472934
D1332,D633,P1,P684,0.7793447293447294
D1332,D633,P1,P685,0.7810983397190294
D1334,D1331,P1,P1041,0.7522980164489598
D1334,D1331,P1,P2,0.8779390420899854
D1334,D1331,P1,P538,0.7545489461808056
D1334,D1331,P1,P541,0.7604520590857611
D1334,D1331,P1,P574,0.8202467343976778
D1334,D1331,P1,P684,0.7561441702951136
D1334,D1331,P1,P685,0.7578977806694137
D1335,D1331,P1,P1041,0.7920847268673356
D1335,D1331,P1,P2,0.9177257525083612
D1335,D1331,P1,P538,0.7943356565991814
D1335,D1331,P1,P541,0.8002387695041367
D1335,D1331,P1,P574,0.8600334448160535
D1335,D1331,P1,P684,0.7959308807134894
D1335,D1331,P1,P685,0.7976844910877894
D1335,D633,P1,P1041,0.7486064659977704
D1335,D633,P1,P2,0.8742474916387959
D1335,D633,P1,P538,0.7508573957296161
D1335,D633,P1,P541,0.7567605086345717
D1335,D633,P1,P574,0.8165551839464883
D1335,D633,P1,P684,0.7524526198439242
D1335,D633,P1,P685,0.7542062302182243
D1336,D1331,P1,P1041,0.7651282051282052
D1336,D1331,P1,P2,0.8907692307692306
D1336,D1331,P1,P538,0.7673791348600508
D1336,D1331,P1,P541,0.7732822477650064
D1336,D1331,P1,P574,0.833076923076923
D1336,D1331,P1,P684,0.7689743589743591
D1336,D1331,P1,P685,0.7707279693486591
D134,D133,P86,P87,0.8602564102564102
D134,D133,P86,P88,0.8538461538461538
D1340,D635,P192,P1129,0.855606879093922
D1340,D635,P192,P188,0.8050452691962127
D1340,D635,P192,P193,0.8141250782760215
D1340,D635,P192,P249,0.8040839306802888
D1340,D635,P192,P250,0.8155680797190231
D1347,D1346,P447,P524,0.8289566898406638
D1355,D5255,P552,P594,0.8876927166400851
D1361,D1022,P361,P776,0.9093818557233191
D1361,D1033,P361,P776,0.867128730284353
D1362,D1022,P361,P776,0.8595650059064693
D138,D144,P91,P1088,0.8998472043164781
D138,D144,P91,P1221,0.8998472043164781
D138,D144,P91,P1252,0.9007783030129399
D138,D144,P91,P457,0.898931623931624
D138,D144,P91,P530,0.8427824008298943
D138,D144,P91,P83,0.9007783030129399
D138,D144,P91,P975,0.9007783030129399
D138,D144,P91,P980,0.9007783030129399
D138,D147,P91,P1088,0.8998472043164781
D138,D147,P91,P1221,0.8998472043164781
D138,D147,P91,P1252,0.9007783030129399
D138,D147,P91,P457,0.898931623931624
D138,D147,P91,P530,0.8427824008298943
D138,D147,P91,P83,0.9007783030129399
D138,D147,P91,P975,0.9007783030129399
D138,D147,P91,P980,0.9007783030129399
D1384,D1386,P606,P171,0.7802202022788375
D139,D144,P91,P1088,0.8830584375277112
D139,D144,P91,P1221,0.8830584375277112
D139,D144,P91,P1252,0.8839895362241731
D139,D144,P91,P457,0.8821428571428571
D139,D144,P91,P530,0.8259936340411275
D139,D144,P91,P83,0.8839895362241731
D139,D144,P91,P975,0.8839895362241731
D139,D144,P91,P980,0.8839895362241731
D139,D147,P91,P1088,0.8965117863469136
D139,D147,P91,P1221,0.8965117863469136
D139,D147,P91,P1252,0.8974428850433757
D139,D147,P91,P457,0.8955962059620596
D139,D147,P91,P530,0.8394469828603298
D139,D147,P91,P83,0.8974428850433757
D139,D147,P91,P975,0.8974428850433757
D139,D147,P91,P980,0.8974428850433757
D1398,D2484,P781,P610,0.9995854063018242
D14,D12,P2,P1,0.8715099715099716
D14,D12,P2,P1041,0.7433048433048434
D14,D12,P2,P538,0.7468476109697484
D14,D12,P2,P541,0.7527458492975735
D14,D12,P2,P574,0.8112535612535613
D14,D12,P2,P684,0.7484330484330485
D14,D12,P2,P685,0.7514687100893997
D14,D4848,P2,P1,0.9101343101343101
D14,D4848,P2,P1041,0.7819291819291819
D14,D4848,P2,P538,0.7854719495940871
D14,D4848,P2,P541,0.791370187921912
D14,D4848,P2,P574,0.8498778998779
D14,D4848,P2,P684,0.787057387057387
D14,D4848,P2,P685,0.7900930487137384
D140,D144,P91,P1088,0.8955737000429737
D140,D144,P91,P1221,0.8955737000429737
D140,D144,P91,P1252,0.8965047987394357
D140,D144,P91,P457,0.8946581196581196
D140,D144,P91,P530,0.8385088965563899
D140,D144,P91,P83,0.8965047987394357
D140,D144,P91,P975,0.8965047987394357
D140,D144,P91,P980,0.8965047987394357
D140,D147,P91,P1088,0.9104185043614622
D140,D147,P91,P1221,0.9104185043614622
D140,D147,P91,P1252,0.9113496030579241
D140,D147,P91,P457,0.9095029239766083
D140,D147,P91,P530,0.8533537008748784
D140,D147,P91,P83,0.9113496030579241
D140,D147,P91,P975,0.9113496030579241
D140,D147,P91,P980,0.9113496030579241
D1401,D4169,P189,P611,0.8293727630112069
D1403,D1402,P611,P189,0.8436020120230646
D141,D144,P91,P1088,0.8883817050461008
D141,D144,P91,P1221,0.8883817050461008
D141,D144,P91,P1252,0.8893128037425626
D141,D144,P91,P457,0.8874661246612466
D141,D144,P91,P530,0.831316901559517
D141,D144,P91,P83,0.8893128037425626
D141,D144,P91,P975,0.8893128037425626
D141,D144,P91,P980,0.8893128037425626
D141,D147,P91,P1088,0.8952571441708623
D141,D147,P91,P1221,0.8952571441708623
D141,D147,P91,P1252,0.8961882428673241
D141,D147,P91,P457,0.8943415637860083
D141,D147,P91,P530,0.8381923406842785
D141,D147,P91,P83,0.8961882428673241
D141,D147,P91,P975,0.8961882428673241
D141,D147,P91,P980,0.8961882428673241
D1416,D1415,P485,P648,0.827358651226158
D1416,D1415,P485,P660,0.8166809360730594
D1416,D1415,P485,P79,0.8602907509157509
D1416,D1415,P485,P997,0.859375
D142,D144,P91,P1088,0.8870266914959651
D142,D144,P91,P1221,0.8870266914959651
D142,D144,P91,P1252,0.887957790192427
D142,D144,P91,P457,0.8861111111111111
D142,D144,P91,P530,0.8299618880093814
D142,D144,P91,P83,0.887957790192427
D142,D144,P91,P975,0.887957790192427
D142,D144,P91,P980,0.887957790192427
D142,D147,P91,P1088,0.8939711359404097
D142,D147,P91,P1221,0.8939711359404097
D142,D147,P91,P1252,0.8949022346368715
D142,D147,P91,P457,0.8930555555555556
D142,D147,P91,P530,0.8369063324538258
D142,D147,P91,P83,0.8949022346368715
D142,D147,P91,P975,0.8949022346368715
D142,D147,P91,P980,0.8949022346368715
D1422,D991,P197,P76,0.8045963364993215
D1422,D991,P261,P443,0.8106182795698924
D1422,D991,P261,P522,0.8252310388782664
D1422,D991,P271,P355,0.821813725490196
D1422,D991,P271,P369,0.8232843137254902
D1422,D991,P279,P268,0.8302427427427427
D1422,D991,P279,P280,0.8312275985663082
D1422,D991,P279,P322,0.8449671445639187
D1422,D991,P281,P310,0.8001436781609196
D1422,D991,P296,P655,0.819487331749802
D1422,D991,P33,P32,0.8287790697674419
D1422,D991,P332,P324,0.8022696476964769
D1422,D991,P349,P282,0.8537642521797452
D1422,D991,P349,P345,0.8570179904955871
D1422,D991,P384,P284,0.8044576059850375
D1422,D991,P403,P178,0.7905194676201828
D1422,D991,P419,P810,0.8799731182795698
D1422,D991,P422,P398,0.8392271157167531
D1422,D991,P443,P261,0.8106182795698924
D1422,D991,P443,P522,0.8124840662842575
D1422,D991,P457,P1088,0.9162037037037036
D1422,D991,P457,P1221,0.9162037037037036
D1422,D991,P457,P1252,0.9171296296296295
D1422,D991,P457,P530,0.863665347405453
D1422,D991,P457,P83,0.9171296296296295
D1422,D991,P457,P91,0.9180555555555555
D1422,D991,P457,P975,0.9171296296296295
D1422,D991,P457,P980,0.9171296296296295
D1422,D991,P475,P1084,0.8126521298174442
D1422,D991,P475,P294,0.7953507078507078
D1422,D991,P475,P449,0.7890797788309637
D1422,D991,P475,P453,0.8008198106828939
D1422,D991,P475,P490,0.8140043948613928
D1422,D991,P475,P491,0.7908167495854063
D1422,D991,P475,P492,0.8109008357441336
D1422,D991,P475,P507,0.795248830995324
D1422,D991,P499,P176,0.7971512570965125
D1422,D991,P499,P51,0.7982186358099878
D1422,D991,P499,P52,0.8116521918941274
D1422,D991,P501,P461,0.8350545522949586
D1422,D991,P501,P515,0.8245203160270881
D1422,D991,P502,P474,0.9124475890985325
D1422,D991,P511,P305,0.8297500870776733
D1422,D991,P52,P176,0.8133718572587186
D1422,D991,P52,P499,0.8116521918941274
D1422,D991,P52,P51,0.8229851806739749
D1422,D991,P524,P447,0.8389919011082694
D1422,D991,P650,P516,0.8516107561235357
D143,D144,P91,P1088,0.8898044692737429
D143,D144,P91,P1221,0.8898044692737429
D143,D144,P91,P1252,0.8907355679702048
D143,D144,P91,P457,0.888888888888889
D143,D144,P91,P530,0.8327396657871592
D143,D144,P91,P83,0.8907355679702048
D143,D144,P91,P975,0.8907355679702048
D143,D144,P91,P980,0.8907355679702048
D143,D147,P91,P1088,0.9041207085899824
D143,D147,P91,P1221,0.9041207085899824
D143,D147,P91,P1252,0.9050518072864442
D143,D147,P91,P457,0.9032051282051282
D143,D147,P91,P530,0.8470559051033986
D143,D147,P91,P83,0.9050518072864442
D143,D147,P91,P975,0.9050518072864442
D143,D147,P91,P980,0.9050518072864442
D144,D147,P91,P1088,0.8924467456965072
D144,D147,P91,P1221,0.8924467456965072
D144,D147,P91,P1252,0.8933778443929691
D144,D147,P91,P457,0.8915311653116532
D144,D147,P91,P530,0.8353819422099233
D144,D147,P91,P83,0.8933778443929691
D144,D147,P91,P975,0.8933778443929691
D144,D147,P91,P980,0.8933778443929691
D145,D144,P91,P1088,0.9005768269973201
D145,D144,P91,P1221,0.9005768269973201
D145,D144,P91,P1252,0.901507925693782
D145,D144,P91,P457,0.8996612466124662
D145,D144,P91,P530,0.8435120235107364
D145,D144,P91,P83,0.901507925693782
D145,D144,P91,P975,0.901507925693782
D145,D144,P91,P980,0.901507925693782
D145,D147,P91,P1088,0.8870266914959651
D145,D147,P91,P1221,0.8870266914959651
D145,D147,P91,P1252,0.887957790192427
D145,D147,P91,P457,0.8861111111111111
D145,D147,P91,P530,0.8299618880093814
D145,D147,P91,P83,0.887957790192427
D145,D147,P91,P975,0.887957790192427
D145,D147,P91,P980,0.887957790192427
D146,D144,P91,P1088,0.8998472043164781
D146,D144,P91,P1221,0.8998472043164781
D146,D144,P91,P1252,0.9007783030129399
D146,D144,P91,P457,0.898931623931624
D146,D144,P91,P530,0.8427824008298943
D146,D144,P91,P83,0.9007783030129399
D146,D144,P91,P975,0.9007783030129399
D146,D144,P91,P980,0.9007783030129399
D146,D147,P91,P1088,0.8998472043164781
D146,D147,P91,P1221,0.8998472043164781
D146,D147,P91,P1252,0.9007783030129399
D146,D147,P91,P457,0.898931623931624
D146,D147,P91,P530,0.8427824008298943
D146,D147,P91,P83,0.9007783030129399
D146,D147,P91,P975,0.9007783030129399
D146,D147,P91,P980,0.9007783030129399
D147,D144,P91,P1088,0.8924467456965072
D147,D144,P91,P1221,0.8924467456965072
D147,D144,P91,P1252,0.8933778443929691
D147,D144,P91,P457,0.8915311653116532
D147,D144,P91,P530,0.8353819422099233
D147,D144,P91,P83,0.8933778443929691
D147,D144,P91,P975,0.8933778443929691
D147,D144,P91,P980,0.8933778443929691
D1477,D1212,P637,P238,0.760953666216824
D1477,D1212,P637,P638,0.7878914793615338
D1477,D1212,P639,P241,0.8440176270059033
D148,D144,P91,P1088,0.8711536756229493
D148,D144,P91,P1221,0.8711536756229493
D148,D144,P91,P1252,0.8720847743194112
D148,D144,P91,P457,0.8702380952380953
D148,D144,P91,P530,0.8140888721363656
D148,D144,P91,P83,0.8720847743194112
D148,D144,P91,P975,0.8720847743194112
D148,D144,P91,P980,0.8720847743194112
D148,D147,P91,P1088,0.8843166643956941
D148,D147,P91,P1221,0.8843166643956941
D148,D147,P91,P1252,0.8852477630921561
D148,D147,P91,P457,0.8834010840108402
D148,D147,P91,P530,0.8272518609091103
D148,D147,P91,P83,0.8852477630921561
D148,D147,P91,P975,0.8852477630921561
D148,D147,P91,P980,0.8852477630921561
D149,D144,P91,P1088,0.8779827638473864
D149,D144,P91,P1221,0.8779827638473864
D149,D144,P91,P1252,0.8789138625438483
D149,D144,P91,P457,0.8770671834625322
D149,D144,P91,P530,0.8209179603608026
D149,D144,P91,P83,0.8789138625438483
D149,D144,P91,P975,0.8789138625438483
D149,D144,P91,P980,0.8789138625438483
D149,D147,P91,P1088,0.8655620450313187
D149,D147,P91,P1221,0.8655620450313187
D149,D147,P91,P1252,0.8664931437277806
D149,D147,P91,P457,0.8646464646464646
D149,D147,P91,P530,0.8084972415447349
D149,D147,P91,P83,0.8664931437277806
D149,D147,P91,P975,0.8664931437277806
D149,D147,P91,P980,0.8664931437277806
D1492,D1181,P534,P536,0.8004966726810624
D1492,D1184,P534,P536,0.7770411484565045
D1492,D1186,P534,P536,0.7745402152724807
D1492,D1793,P534,P536,0.8436191626409016
D1499,D6211,P79,P485,0.7972120472120472
D1499,D6211,P79,P648,0.7588303562418003
D1499,D6211,P79,P660,0.7563419583967529
D1499,D6211,P79,P997,0.8777777777777778
D15,D12,P2,P1,0.8989510489510489
D15,D12,P2,P1041,0.7707459207459207
D15,D12,P2,P538,0.7742886884108259
D15,D12,P2,P541,0.7801869267386509
D15,D12,P2,P574,0.8386946386946388
D15,D12,P2,P684,0.7758741258741259
D15,D12,P2,P685,0.7789097875304772
D15,D4848,P2,P1,0.9260073260073259
D15,D4848,P2,P1041,0.7978021978021977
D15,D4848,P2,P538,0.8013449654671029
D15,D4848,P2,P541,0.8072432037949279
D15,D4848,P2,P574,0.8657509157509158
D15,D4848,P2,P684,0.8029304029304029
D15,D4848,P2,P685,0.8059660645867542
D1500,D6211,P79,P485,0.787147634973722
D1500,D6211,P79,P648,0.7487659440034751
D1500,D6211,P79,P660,0.7462775461584276
D1500,D6211,P79,P997,0.8677133655394526
D1502,D1503,P580,P152,0.8393250886779792
D1504,D1503,P580,P152,0.8550936768149883
D1505,D1503,P580,P152,0.8393250886779792
D1506,D1503,P580,P152,0.8355944978330507
D1507,D1503,P580,P152,0.8393250886779792
D1508,D1511,P580,P152,0.900728597449909
D1509,D1511,P580,P152,0.9320417287630401
D151,D147,P91,P1088,0.8678696033733598
D151,D147,P91,P1221,0.8678696033733598
D151,D147,P91,P1252,0.8688007020698217
D151,D147,P91,P457,0.8669540229885057
D151,D147,P91,P530,0.810804799886776
D151,D147,P91,P83,0.8688007020698217
D151,D147,P91,P975,0.8688007020698217
D151,D147,P91,P980,0.8688007020698217
D1510,D1511,P580,P152,0.9377656344869459
D1514,D5770,P242,P240,0.9189475247003157
D1514,D5770,P242,P671,0.906457282701877
D1515,D1514,P671,P240,0.9674483761616033
D1515,D1514,P671,P242,0.9627645354121886
D1515,D5770,P242,P240,0.9125309100768019
D1515,D5770,P242,P671,0.9000406680783631
D1524,D1526,P572,P199,0.8502088554720134
D1524,D1526,P676,P1009,0.7782682512733446
D1524,D1526,P676,P237,0.7759544256440778
D1526,D1527,P572,P199,0.8589807852965747
D1527,D1526,P572,P199,0.8589807852965747
D1527,D1526,P676,P1009,0.7870401810979061
D1527,D1526,P676,P237,0.7847263554686393
D1532,D1616,P220,P225,0.868602002215395
D1532,D1619,P220,P225,0.9576263924592974
D1540,D1536,P678,P659,0.8022354309342292
D1543,D1535,P678,P659,0.7581039755351681
D1548,D1545,P210,P18,0.860052675626446
D1548,D1545,P210,P243,0.7412825602195593
D1548,D1545,P210,P438,0.8630556786294491
D155,D156,P99,P101,0.7887571365832234
D155,D156,P99,P94,0.797979797979798
D155,D156,P99,P96,0.8045674132630655
D155,D160,P99,P101,0.7775053784960223
D155,D160,P99,P94,0.7867280398925969
D155,D160,P99,P96,0.7933156551758643
D155,D161,P97,P1048,0.867
D155,D161,P97,P1060,0.7843333333333332
D155,D161,P97,P154,0.867
D155,D161,P97,P155,0.867
D155,D161,P97,P156,0.8696666666666667
D155,D161,P97,P157,0.867
D155,D161,P97,P158,0.867
D155,D161,P97,P159,0.867
D155,D161,P97,P160,0.867
D155,D161,P97,P161,0.867
D155,D161,P97,P162,0.867
D155,D161,P97,P163,0.867
D155,D161,P97,P95,0.8029999999999999
D155,D161,P97,P993,0.7816666666666666
D155,D253,P157,P1048,0.997289972899729
D155,D253,P157,P1060,0.9086021505376344
D155,D253,P157,P154,0.9945799457994581
D155,D253,P157,P155,0.9945799457994581
D155,D253,P157,P156,0.997289972899729
D155,D253,P157,P158,0.9945799457994581
D155,D253,P157,P159,0.9945799457994581
D155,D253,P157,P160,0.9945799457994581
D155,D253,P157,P161,0.9945799457994581
D155,D253,P157,P162,0.9945799457994581
D155,D253,P157,P163,0.9945799457994581
D155,D253,P157,P95,0.924119241192412
D155,D253,P157,P97,0.992
D155,D253,P157,P993,0.9024390243902439
D155,D253,P160,P1048,0.9945799457994581
D155,D253,P160,P1060,0.9086021505376344
D155,D253,P160,P154,0.9945799457994581
D155,D253,P160,P155,0.9945799457994581
D155,D253,P160,P156,0.997289972899729
D155,D253,P160,P157,0.9945799457994581
D155,D253,P160,P158,0.9945799457994581
D155,D253,P160,P159,0.9945799457994581
D155,D253,P160,P161,0.9945799457994581
D155,D253,P160,P162,0.9945799457994581
D155,D253,P160,P163,0.9945799457994581
D155,D253,P160,P95,0.924119241192412
D155,D253,P160,P97,0.992
D155,D253,P160,P993,0.9024390243902439
D155,D253,P562,P100,0.8898071625344354
D155,D253,P562,P563,0.8855597170203913
D1552,D1558,P212,P1155,0.7572267163798173
D1552,D1558,P212,P1205,0.7572267163798173
D1552,D1558,P212,P1250,0.7572267163798173
D1552,D1558,P212,P133,0.7572267163798173
D1552,D1558,P212,P134,0.7572267163798173
D1552,D1558,P212,P135,0.7572267163798173
D1552,D1558,P212,P136,0.7572267163798173
D1552,D1558,P212,P137,0.7572267163798173
D1552,D1558,P212,P138,0.7577926473362405
D1552,D1558,P212,P139,0.7572267163798173
D1552,D1558,P212,P140,0.7572267163798173
D1552,D1558,P212,P141,0.7572267163798173
D1552,D1558,P212,P142,0.7572267163798173
D1552,D1558,P212,P143,0.7572267163798173
D1552,D1558,P212,P144,0.7572267163798173
D1552,D1558,P212,P211,0.8398526360176216
D1552,D1558,P212,P761,0.8415974299324249
D1552,D1558,P213,P290,0.8649332196646774
D1552,D746,P213,P290,0.9159420289855073
D1552,D746,P291,P180,0.9081296261740374
D1552,D746,P291,P690,0.8042870598243855
D1552,D746,P291,P755,0.8047714138755256
D1553,D1552,P180,P291,0.9183953266571292
D1553,D1552,P180,P690,0.815251572327044
D1553,D1552,P180,P755,0.8164289028067734
D1553,D746,P213,P290,0.9034535923527599
D1553,D746,P291,P180,0.89564118954129
D1553,D746,P291,P690,0.7917986231916382
D1553,D746,P291,P755,0.7922829772427783
D1554,D185,P133,P1155,0.8725677459430079
D1554,D185,P133,P1205,0.8725677459430079
D1554,D185,P133,P1250,0.8725677459430079
D1554,D185,P133,P134,0.8733907912104977
D1554,D185,P133,P135,0.8725677459430079
D1554,D185,P133,P136,0.8725677459430079
D1554,D185,P133,P137,0.8725677459430079
D1554,D185,P133,P138,0.8733907912104977
D1554,D185,P133,P139,0.8725677459430079
D1554,D185,P133,P140,0.8725677459430079
D1554,D185,P133,P141,0.8725677459430079
D1554,D185,P133,P142,0.8725677459430079
D1554,D185,P133,P143,0.8725677459430079
D1554,D185,P133,P144,0.8725677459430079
D1554,D185,P133,P211,0.7532598330708323
D1554,D185,P133,P212,0.7621595071061708
D1554,D185,P133,P761,0.749920051167253
D1554,D185,P141,P1155,0.8725677459430079
D1554,D185,P141,P1205,0.8733907912104977
D1554,D185,P141,P1250,0.8725677459430079
D1554,D185,P141,P133,0.8725677459430079
D1554,D185,P141,P134,0.8725677459430079
D1554,D185,P141,P135,0.8725677459430079
D1554,D185,P141,P136,0.8725677459430079
D1554,D185,P141,P137,0.8725677459430079
D1554,D185,P141,P138,0.8733907912104977
D1554,D185,P141,P139,0.8725677459430079
D1554,D185,P141,P140,0.8733907912104977
D1554,D185,P141,P142,0.8725677459430079
D1554,D185,P141,P143,0.8725677459430079
D1554,D185,P141,P144,0.8725677459430079
D1554,D185,P141,P211,0.7532598330708323
D1554,D185,P141,P212,0.7621595071061708
D1554,D185,P141,P761,0.749920051167253
D1554,D185,P144,P1155,0.8725677459430079
D1554,D185,P144,P1205,0.8725677459430079
D1554,D185,P144,P1250,0.8725677459430079
D1554,D185,P144,P133,0.8725677459430079
D1554,D185,P144,P134,0.8725677459430079
D1554,D185,P144,P135,0.8725677459430079
D1554,D185,P144,P136,0.8725677459430079
D1554,D185,P144,P137,0.8725677459430079
